id,class,reactants>reagents>production
US20080103174A1,2,[NH2:3][CH:4]1[CH2:5][CH2:6][CH:7]([CH2:8][CH2:9][N:10]2[CH2:11][CH2:12][CH:13]([O:14][c:15]3[cH:16][cH:17][c:18]([F:19])[cH:20][c:21]3[F:22])[CH2:23][CH2:24]2)[CH2:25][CH2:26]1.[O:1]=[C:2]([c:27]1[cH:28][cH:29][n:30][c:31]2[cH:32][cH:33][cH:34][cH:35][c:36]12)[OH:37]>>[O:1]=[C:2]([NH:3][C@H:4]1[CH2:5][CH2:6][C@H:7]([CH2:8][CH2:9][N:10]2[CH2:11][CH2:12][CH:13]([O:14][c:15]3[cH:16][cH:17][c:18]([F:19])[cH:20][c:21]3[F:22])[CH2:23][CH2:24]2)[CH2:25][CH2:26]1)[c:27]1[cH:28][cH:29][n:30][c:31]2[cH:32][cH:33][cH:34][cH:35][c:36]12
US20100035865A1,2,[CH3:1][CH2:2][S:3](=[O:4])(=[O:5])[Cl:25].[NH2:6][C@@H:7]1[CH2:8][CH2:9][O:10][CH2:11][C@H:12]1[c:13]1[cH:14][cH:15][c:16](-[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[cH:23][cH:24]1>>[CH3:1][CH2:2][S:3](=[O:4])(=[O:5])[NH:6][C@@H:7]1[CH2:8][CH2:9][O:10][CH2:11][C@H:12]1[c:13]1[cH:14][cH:15][c:16](-[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[cH:23][cH:24]1
US06949546B2,6,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][C@@H:11]([NH:12][C:32](=[O:31])[O:33][CH2:34][c:35]2[cH:36][cH:37][cH:38][cH:39][cH:40]2)[C@@H:13]([C:14](=[O:15])[N:16]2[CH2:17][CH2:18][CH2:19][C@@H:20]([CH2:21][c:22]3[cH:23][cH:24][c:25]([F:26])[cH:27][cH:28]3)[CH2:29]2)[CH2:30]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][C@@H:11]([NH2:12])[C@@H:13]([C:14](=[O:15])[N:16]2[CH2:17][CH2:18][CH2:19][C@@H:20]([CH2:21][c:22]3[cH:23][cH:24][c:25]([F:26])[cH:27][cH:28]3)[CH2:29]2)[CH2:30]1
US20150232481A1,1,[CH2:1]=[CH:2][CH2:3][C@@H:4]([CH3:5])[OH:17].[OH:6][c:7]1[cH:8][c:9]([F:10])[c:11]([F:12])[cH:13][c:14]1[CH:15]=[O:16]>>[CH2:1]=[CH:2][CH2:3][C@H:4]([CH3:5])[O:6][c:7]1[cH:8][c:9]([F:10])[c:11]([F:12])[cH:13][c:14]1[CH:15]=[O:16]
US20100222326A1,6,[CH3:1][CH2:2][C@@H:3]([C:4]([NH2:5])=[O:6])[N:7]1[CH2:8][N:9]([CH2:17][c:16]2[cH:15][cH:14][cH:13][cH:19][cH:18]2)[CH2:10][C:11]1=[O:12]>>[CH3:1][CH2:2][C@@H:3]([C:4]([NH2:5])=[O:6])[N:7]1[CH2:8][NH:9][CH2:10][C:11]1=[O:12]
US20100184799A1,6,[NH:1]([C@H:2]([CH2:3][c:4]1[cH:5][nH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]12)[c:13]1[n:14][c:15](-[c:16]2[cH:17][cH:18][c:19]([F:20])[cH:21][cH:22]2)[cH:23][nH:24]1)[C:30]([O:29][C:26]([CH3:25])([CH3:27])[CH3:28])=[O:31]>>[NH2:1][C@H:2]([CH2:3][c:4]1[cH:5][nH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]12)[c:13]1[n:14][c:15](-[c:16]2[cH:17][cH:18][c:19]([F:20])[cH:21][cH:22]2)[cH:23][nH:24]1
US20090076147A1,1,[CH2:28]([c:29]1[o:30][c:31](=[O:32])[o:33][c:34]1[CH3:35])[Br:36].[CH3:1][C:2](=[O:3])[NH:4][CH2:5][CH2:6][CH2:7][S:8](=[O:9])(=[O:10])[O:11][CH2:12][C:13]([CH3:14])([CH3:15])[C@@H:16]([O:17][Si:18]([CH3:19])([CH3:20])[C:21]([CH3:22])([CH3:23])[CH3:24])[C:25](=[O:26])[OH:27]>>[CH3:1][C:2](=[O:3])[NH:4][CH2:5][CH2:6][CH2:7][S:8](=[O:9])(=[O:10])[O:11][CH2:12][C:13]([CH3:14])([CH3:15])[C@@H:16]([O:17][Si:18]([CH3:19])([CH3:20])[C:21]([CH3:22])([CH3:23])[CH3:24])[C:25](=[O:26])[O:27][CH2:28][c:29]1[o:30][c:31](=[O:32])[o:33][c:34]1[CH3:35]
US20040224976A1,2,[CH3:1][CH2:2][O:3][CH:4]([O:5][CH2:6][CH3:7])[c:8]1[cH:9][c:10]2[cH:11][cH:12][c:13]([C:14](=[O:15])[OH:29])[cH:25][c:26]2[o:27]1.[NH2:16][C@H:17]1[CH2:18][N:19]2[CH2:20][CH2:21][CH:22]1[CH2:23][CH2:24]2>>[CH3:1][CH2:2][O:3][CH:4]([O:5][CH2:6][CH3:7])[c:8]1[cH:9][c:10]2[cH:11][cH:12][c:13]([C:14](=[O:15])[NH:16][C@H:17]3[CH2:18][N:19]4[CH2:20][CH2:21][CH:22]3[CH2:23][CH2:24]4)[cH:25][c:26]2[o:27]1
US20080015203A1,1,[CH3:1][C@@H:2]([CH2:3][OH:4])[O:5][c:6]1[cH:7][c:8]([OH:9])[cH:22][c:23]([C:24](=[O:25])[NH:26][c:27]2[cH:28][cH:29][n:30]([CH3:31])[n:32]2)[cH:33]1.[c:10]1([F:34])[cH:11][c:12]([F:13])[c:14]([S:15]([CH3:16])(=[O:17])=[O:18])[cH:19][c:20]1[F:21]>>[CH3:1][C@@H:2]([CH2:3][OH:4])[O:5][c:6]1[cH:7][c:8]([O:9][c:10]2[cH:11][c:12]([F:13])[c:14]([S:15]([CH3:16])(=[O:17])=[O:18])[cH:19][c:20]2[F:21])[cH:22][c:23]([C:24](=[O:25])[NH:26][c:27]2[cH:28][cH:29][n:30]([CH3:31])[n:32]2)[cH:33]1
US20070232615A1,6,[CH3:1][N:2]([CH2:3][c:4]1[cH:5][n:6]2[c:7]([N:8]3[CH2:9][CH2:10][C@@H:11]([NH:12][C:34]([O:33][C:30]([CH3:29])([CH3:31])[CH3:32])=[O:35])[CH2:13]3)[cH:14][cH:15][cH:16][c:17]2[n:18]1)[C@H:19]1[CH2:20][CH2:21][CH2:22][c:23]2[cH:24][cH:25][cH:26][n:27][c:28]21>>[CH3:1][N:2]([CH2:3][c:4]1[cH:5][n:6]2[c:7]([N:8]3[CH2:9][CH2:10][C@@H:11]([NH2:12])[CH2:13]3)[cH:14][cH:15][cH:16][c:17]2[n:18]1)[C@H:19]1[CH2:20][CH2:21][CH2:22][c:23]2[cH:24][cH:25][cH:26][n:27][c:28]21
US20060069110A1,1,[CH3:1][C:2]([CH3:3])=[O:35].[NH2:4][CH2:5][C@@H:6]([CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[NH:14][c:15]1[n:16][cH:17][cH:18][c:19]([N:20]([CH3:21])[c:22]2[cH:23][cH:24][n:25][c:26](-[c:27]3[cH:28][cH:29][cH:30][cH:31][cH:32]3)[n:33]2)[n:34]1>>[CH3:1][CH:2]([CH3:3])[NH:4][CH2:5][C@@H:6]([CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[NH:14][c:15]1[n:16][cH:17][cH:18][c:19]([N:20]([CH3:21])[c:22]2[cH:23][cH:24][n:25][c:26](-[c:27]3[cH:28][cH:29][cH:30][cH:31][cH:32]3)[n:33]2)[n:34]1
US20050043368A1,6,[CH3:1][C:2]1([CH3:3])[CH2:4][N:5]([CH2:14][c:13]2[cH:12][cH:11][cH:10][cH:16][cH:15]2)[CH2:6][C@H:7]1[OH:8]>>[CH3:1][C:2]1([CH3:3])[CH2:4][NH:5][CH2:6][C@H:7]1[OH:8]
US08846664B2,2,[CH3:1][C:2]1([CH3:3])[O:4][B:5]([c:6]2[cH:7][cH:8][c:9]([C:10](=[O:11])[OH:29])[cH:23][cH:24]2)[O:25][C:26]1([CH3:27])[CH3:28].[NH:12]1[CH2:13][CH2:14][CH2:15][C@@H:16]1[CH2:17][N:18]1[CH2:19][CH2:20][CH2:21][CH2:22]1>>[CH3:1][C:2]1([CH3:3])[O:4][B:5]([c:6]2[cH:7][cH:8][c:9]([C:10](=[O:11])[N:12]3[CH2:13][CH2:14][CH2:15][C@@H:16]3[CH2:17][N:18]3[CH2:19][CH2:20][CH2:21][CH2:22]3)[cH:23][cH:24]2)[O:25][C:26]1([CH3:27])[CH3:28]
US20080188426A1,2,[CH3:1][C:2]([CH3:3])([CH3:4])[C:5](=[O:6])[O:7][CH2:8][C@H:9]1[O:10][C@@H:11]([O:12][c:13]2[n:14][nH:15][c:16]3[n:17][cH:18][cH:19][c:20]([CH2:21][CH2:22][c:23]4[cH:24][cH:25][c:26]([O:27][CH2:28][CH2:29][CH2:30][OH:31])[cH:36][cH:37]4)[c:38]23)[C@H:39]([O:40][C:41](=[O:42])[C:43]([CH3:44])([CH3:45])[CH3:46])[C@@H:47]([O:48][C:49](=[O:50])[C:51]([CH3:52])([CH3:53])[CH3:54])[C@@H:55]1[O:56][C:57](=[O:58])[C:59]([CH3:60])([CH3:61])[CH3:62].[S:32]([CH3:33])(=[O:34])(=[O:35])[Cl:63]>>[CH3:1][C:2]([CH3:3])([CH3:4])[C:5](=[O:6])[O:7][CH2:8][C@H:9]1[O:10][C@@H:11]([O:12][c:13]2[n:14][nH:15][c:16]3[n:17][cH:18][cH:19][c:20]([CH2:21][CH2:22][c:23]4[cH:24][cH:25][c:26]([O:27][CH2:28][CH2:29][CH2:30][O:31][S:32]([CH3:33])(=[O:34])=[O:35])[cH:36][cH:37]4)[c:38]23)[C@H:39]([O:40][C:41](=[O:42])[C:43]([CH3:44])([CH3:45])[CH3:46])[C@@H:47]([O:48][C:49](=[O:50])[C:51]([CH3:52])([CH3:53])[CH3:54])[C@@H:55]1[O:56][C:57](=[O:58])[C:59]([CH3:60])([CH3:61])[CH3:62]
US08278282B2,8,[O:1]=[C:2]([O:3][CH2:4][C@H:5]1[O:6][C@H:7]([O:8][C:9](=[O:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[C@H:17]([OH:18])[C@@H:19]1[O:20][C:21](=[O:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1>>[O:1]=[C:2]([O:3][CH2:4][C@H:5]1[O:6][C@H:7]([O:8][C:9](=[O:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[C:17](=[O:18])[C@@H:19]1[O:20][C:21](=[O:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1
US20140058098A1,6,[NH2:1][C:2](=[O:3])[C@@H:4]1[CH2:5][N:6]([C:35](=[O:34])[O:36][CH2:37][c:38]2[cH:39][cH:40][cH:41][cH:42][cH:43]2)[CH2:7][CH2:8][N:9]1[c:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[O:16][CH2:17][CH2:18][n:19]1[cH:20][c:21](-[c:22]3[n:23][cH:24][n:25][n:26]3[CH2:27][C:28]([F:29])([F:30])[F:31])[n:32][c:33]1-2>>[NH2:1][C:2](=[O:3])[C@@H:4]1[CH2:5][NH:6][CH2:7][CH2:8][N:9]1[c:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[O:16][CH2:17][CH2:18][n:19]1[cH:20][c:21](-[c:22]3[n:23][cH:24][n:25][n:26]3[CH2:27][C:28]([F:29])([F:30])[F:31])[n:32][c:33]1-2
US20150252072A1,6,[CH3:1][N:2]([C@@H:3]([CH3:4])[C:5](=[O:6])[NH:7][C@H:8]([C:9](=[O:10])[N:11]1[c:12]2[n:13][cH:14][cH:15][cH:16][c:17]2[CH2:18][C@H:19]1[CH2:20][NH:21][C:22](=[O:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)[CH:30]([CH3:31])[CH3:32])[C:38]([O:37][C:34]([CH3:33])([CH3:35])[CH3:36])=[O:39]>>[CH3:1][NH:2][C@@H:3]([CH3:4])[C:5](=[O:6])[NH:7][C@H:8]([C:9](=[O:10])[N:11]1[c:12]2[n:13][cH:14][cH:15][cH:16][c:17]2[CH2:18][C@H:19]1[CH2:20][NH:21][C:22](=[O:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)[CH:30]([CH3:31])[CH3:32]
US05866717,6,[CH3:1][O:2][CH2:3][CH2:4][O:5][CH2:6][CH2:7][NH:8][C:9](=[O:10])[C@@H:11]([NH:12][C:18](=[O:17])[O:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[C:13]([CH3:14])([CH3:15])[CH3:16]>>[CH3:1][O:2][CH2:3][CH2:4][O:5][CH2:6][CH2:7][NH:8][C:9](=[O:10])[C@@H:11]([NH2:12])[C:13]([CH3:14])([CH3:15])[CH3:16]
US20090227560A1,8,[OH:1][CH2:2][C@@H:3]1[CH2:4][N:5]([C:6](=[O:7])[O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][CH2:17][N:18]1[C:19]([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)([c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1)[c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1>>[O:1]=[CH:2][C@@H:3]1[CH2:4][N:5]([C:6](=[O:7])[O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][CH2:17][N:18]1[C:19]([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)([c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1)[c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1
US06809108B1,1,[CH:23]([CH:24]1[CH2:25][CH2:26][CH2:27][CH2:28][CH2:29]1)=[O:31].[O:1]=[C:2]([CH2:3][CH2:4][NH:5][C:6](=[O:7])[O:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[NH:16][CH2:17][C@H:18]1[CH2:19][CH2:20][CH2:21][NH:22][CH2:30]1>>[O:1]=[C:2]([CH2:3][CH2:4][NH:5][C:6](=[O:7])[O:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[NH:16][CH2:17][C@H:18]1[CH2:19][CH2:20][CH2:21][N:22]([CH2:23][CH:24]2[CH2:25][CH2:26][CH2:27][CH2:28][CH2:29]2)[CH2:30]1
US20140005213A1,4,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]2[cH:8][cH:9][c:10]([CH:11]=[O:43])[n:41][c:42]12.[NH2:12][NH:13][c:14]1[cH:15][cH:16][c:17]([C@@H:18]([N:19]2[CH2:20][CH2:21][C@H:22]([N:23]([CH2:24][CH2:25][F:26])[C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33])[CH2:34]2)[C:35]([F:36])([F:37])[F:38])[cH:39][n:40]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]2[cH:8][cH:9][c:10](-[c:11]3[n:12][n:13][c:14]4[cH:15][cH:16][c:17]([C@@H:18]([N:19]5[CH2:20][CH2:21][C@H:22]([N:23]([CH2:24][CH2:25][F:26])[C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33])[CH2:34]5)[C:35]([F:36])([F:37])[F:38])[cH:39][n:40]34)[n:41][c:42]12
US06890935B2,5,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[O:22][C:20]([O:19][C:16]([CH3:15])([CH3:17])[CH3:18])=[O:21].[NH:8]1[CH2:9][CH2:10][CH2:11][C@H:12]1[CH2:13][OH:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH2:11][C@H:12]1[CH2:13][OH:14]
US20100016401A1,3,[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6](-[c:7]2[s:8][c:9]([Br:40])[n:16][c:17]2[C:18](=[O:19])[N:20]2[CH2:21][C@H:22]3[CH2:23][C@H:24]3[C@H:25]2[CH2:26][NH:27][C:28](=[O:29])[c:30]2[c:31]([CH3:32])[n:33][c:34]3[s:35][cH:36][cH:37][n:38]23)[cH:39]1.[CH:10]#[C:11][Si:12]([CH3:13])([CH3:14])[CH3:15]>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6](-[c:7]2[s:8][c:9]([C:10]#[C:11][Si:12]([CH3:13])([CH3:14])[CH3:15])[n:16][c:17]2[C:18](=[O:19])[N:20]2[CH2:21][C@H:22]3[CH2:23][C@H:24]3[C@H:25]2[CH2:26][NH:27][C:28](=[O:29])[c:30]2[c:31]([CH3:32])[n:33][c:34]3[s:35][cH:36][cH:37][n:38]23)[cH:39]1
US20080139607A1,2,[CH3:1][O:2][C:3](=[O:4])[C@@H:5]1[CH2:6][S:7][c:8]2[c:9]([CH:10]3[CH2:11][CH2:12]3)[c:13]([CH2:14][c:15]3[cH:16][cH:17][cH:18][c:19]4[cH:20][cH:21][cH:22][cH:23][c:24]34)[c:25]([NH2:26])[c:31](=[O:32])[n:33]21.[S:27]([CH3:28])(=[O:29])(=[O:30])[Cl:34]>>[CH3:1][O:2][C:3](=[O:4])[C@@H:5]1[CH2:6][S:7][c:8]2[c:9]([CH:10]3[CH2:11][CH2:12]3)[c:13]([CH2:14][c:15]3[cH:16][cH:17][cH:18][c:19]4[cH:20][cH:21][cH:22][cH:23][c:24]34)[c:25]([NH:26][S:27]([CH3:28])(=[O:29])=[O:30])[c:31](=[O:32])[n:33]21
US08084620B2,6,[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([N:7]2[CH2:8][CH2:9][CH2:10][C@@H:11]([NH:12][C:13](=[O:14])[O:15][CH2:16][c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)[CH2:23]2)[c:24]2[c:25]1[nH:26][c:27]1[cH:28][c:29]([C:30](=[O:31])[O:32][CH2:37][CH3:36])[cH:33][cH:34][c:35]21>>[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([N:7]2[CH2:8][CH2:9][CH2:10][C@@H:11]([NH:12][C:13](=[O:14])[O:15][CH2:16][c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)[CH2:23]2)[c:24]2[c:25]1[nH:26][c:27]1[cH:28][c:29]([C:30](=[O:31])[OH:32])[cH:33][cH:34][c:35]21
US20110263584A1,3,[CH3:1][C@@H:2]([c:3]1[cH:4][cH:5][c:6]([Br:34])[cH:13][cH:14]1)[N:15]1[CH2:16][CH2:17][C@:18]([CH2:19][C:20]([CH3:21])([CH3:22])[OH:23])([c:24]2[cH:25][cH:26][c:27]([F:28])[cH:29][cH:30]2)[O:31][C:32]1=[O:33].[c:7]1([B:36]([OH:35])[OH:37])[cH:8][cH:9][cH:10][cH:11][n:12]1>>[CH3:1][C@@H:2]([c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1)[N:15]1[CH2:16][CH2:17][C@:18]([CH2:19][C:20]([CH3:21])([CH3:22])[OH:23])([c:24]2[cH:25][cH:26][c:27]([F:28])[cH:29][cH:30]2)[O:31][C:32]1=[O:33]
US04555362,2,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[NH:7][C@@H:8]([CH2:9][C:10](=[O:11])[OH:15])[C:13]([OH:12])=[O:14]>>[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[NH:7][C@H:8]1[CH2:9][C:10](=[O:11])[O:12][C:13]1=[O:14]
US08394844B2,2,[CH3:1][OH:14].[OH:2][C:3](=[O:4])[C@H:5]([CH3:6])[c:7]1[cH:8][cH:9][cH:10][c:11]([CH3:12])[cH:13]1>>[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH3:6])[c:7]1[cH:8][cH:9][cH:10][c:11]([CH3:12])[cH:13]1
US05641778,6,[CH3:1][CH2:2][CH2:3][CH2:4][NH:5][C:6](=[O:7])[C@H:8]([CH3:9])[CH2:10][C@H:11]([OH:12])[C@@H:13]([NH:14][C:41]([O:40][C:37]([CH3:36])([CH3:38])[CH3:39])=[O:42])[CH2:15][C@H:16]([CH2:17][NH:18][C:19](=[O:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][c:26]1[O:27][CH2:28][CH2:29][CH2:30][O:31][CH3:32])[CH:33]([CH3:34])[CH3:35]>>[CH3:1][CH2:2][CH2:3][CH2:4][NH:5][C:6](=[O:7])[C@H:8]([CH3:9])[CH2:10][C@H:11]([OH:12])[C@@H:13]([NH2:14])[CH2:15][C@H:16]([CH2:17][NH:18][C:19](=[O:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][c:26]1[O:27][CH2:28][CH2:29][CH2:30][O:31][CH3:32])[CH:33]([CH3:34])[CH3:35]
US07737141B2,7,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@H:6]1[CH2:7][CH2:8][C:9]([c:10]2[cH:11][c:12]([F:13])[c:14]([F:15])[c:16]([F:17])[cH:18]2)=[N:19]1>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@H:6]1[CH2:7][CH2:8][C@@H:9]([c:10]2[cH:11][c:12]([F:13])[c:14]([F:15])[c:16]([F:17])[cH:18]2)[NH:19]1
US03991045,2,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][C:21](=[O:22])[O:62][C:60]([CH2:59][CH2:58][CH2:57][CH2:56][CH2:55][CH2:54][CH2:53][CH2:52][CH2:51][CH2:50][CH2:49][CH2:48][CH2:47][CH2:46][CH2:45][CH2:44][CH2:43][CH2:42][CH2:41][CH3:40])=[O:61].[NH2:23][c:24]1[cH:25][cH:26][n:27]([C@@H:28]2[O:29][C@H:30]([CH2:31][OH:32])[C@@H:33]([OH:34])[C@@H:35]2[OH:36])[c:37](=[O:38])[n:39]1>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][C:21](=[O:22])[NH:23][c:24]1[cH:25][cH:26][n:27]([C@@H:28]2[O:29][C@H:30]([CH2:31][OH:32])[C@@H:33]([OH:34])[C@@H:35]2[OH:36])[c:37](=[O:38])[n:39]1
US09051333B2,2,[CH3:1][S:2](=[O:3])(=[O:4])[Cl:31].[NH:5]1[CH2:6][CH2:7][N:8]([c:9]2[cH:10][cH:11][c:12]([O:13][CH2:14][C@H:15]3[CH2:16][CH2:17][n:18]4[cH:19][c:20]([N+:21](=[O:22])[O-:23])[n:24][c:25]4[O:26]3)[cH:27][cH:28]2)[CH2:29][CH2:30]1>>[CH3:1][S:2](=[O:3])(=[O:4])[N:5]1[CH2:6][CH2:7][N:8]([c:9]2[cH:10][cH:11][c:12]([O:13][CH2:14][C@H:15]3[CH2:16][CH2:17][n:18]4[cH:19][c:20]([N+:21](=[O:22])[O-:23])[n:24][c:25]4[O:26]3)[cH:27][cH:28]2)[CH2:29][CH2:30]1
US05744465,7,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][S:8][CH:9]2[CH2:10][O:11][CH2:12][CH:13]2[C:14]#[N:15])[cH:16][cH:17]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][S:8][C@H:9]2[CH2:10][O:11][CH2:12][C@H:13]2[CH2:14][NH2:15])[cH:16][cH:17]1
US20130018055A1,2,[C:27](=[O:28])([c:29]1[cH:30][cH:31][n:32][o:33]1)[OH:38].[CH3:1][c:2]1[n:3][c:4](-[c:5]2[c:6]([F:7])[cH:8][c:9]([Cl:10])[cH:11][c:12]2-[c:13]2[cH:14][cH:15][c:16]3[c:17]([cH:18]2)[CH2:19][CH2:20][C@@H:21]3[NH:22][C:23](=[O:24])[C:25]2([NH2:26])[CH2:34][CH2:35]2)[n:36][o:37]1>>[CH3:1][c:2]1[n:3][c:4](-[c:5]2[c:6]([F:7])[cH:8][c:9]([Cl:10])[cH:11][c:12]2-[c:13]2[cH:14][cH:15][c:16]3[c:17]([cH:18]2)[CH2:19][CH2:20][C@@H:21]3[NH:22][C:23](=[O:24])[C:25]2([NH:26][C:27](=[O:28])[c:29]3[cH:30][cH:31][n:32][o:33]3)[CH2:34][CH2:35]2)[n:36][o:37]1
US08058045B2,1,[O:1]=[C:2]([CH2:3][Cl:10])[NH:9][CH2:8][C@H:5]([OH:4])[CH2:6][OH:7]>>[O:1]=[C:2]1[CH2:3][O:4][C@H:5]([CH2:6][OH:7])[CH2:8][NH:9]1
US20070185089A1,2,[CH3:1][S:2](=[O:3])(=[O:4])[Cl:28].[OH:5][CH2:6][C@H:7]1[CH2:8][N:9]([c:10]2[cH:11][cH:12][c:13]3[c:14]([cH:15]2)[CH2:16][CH2:17][N:18]([CH:19]2[CH2:20][CH2:21][CH2:22]2)[CH2:23][CH2:24]3)[C:25](=[O:26])[O:27]1>>[CH3:1][S:2](=[O:3])(=[O:4])[O:5][CH2:6][C@H:7]1[CH2:8][N:9]([c:10]2[cH:11][cH:12][c:13]3[c:14]([cH:15]2)[CH2:16][CH2:17][N:18]([CH:19]2[CH2:20][CH2:21][CH2:22]2)[CH2:23][CH2:24]3)[C:25](=[O:26])[O:27]1
US20090227601A1,1,[CH3:1][c:2]1[cH:3][c:4]([S:5](=[O:6])(=[O:7])[N:8]2[CH:9]=[CH:10][NH:11][C:12](=[O:13])[C@H:14]2[CH2:15][C:16](=[O:17])[N:18]2[CH2:19][CH2:20][CH:21]([CH2:22][O:39][S:36]([CH3:35])(=[O:37])=[O:38])[CH2:28][CH2:29]2)[c:30]([CH3:31])[cH:32][c:33]1[Cl:34].[NH:23]1[CH2:24][CH2:25][CH2:26][CH2:27]1>>[CH3:1][c:2]1[cH:3][c:4]([S:5](=[O:6])(=[O:7])[N:8]2[CH:9]=[CH:10][NH:11][C:12](=[O:13])[C@H:14]2[CH2:15][C:16](=[O:17])[N:18]2[CH2:19][CH2:20][CH:21]([CH2:22][N:23]3[CH2:24][CH2:25][CH2:26][CH2:27]3)[CH2:28][CH2:29]2)[c:30]([CH3:31])[cH:32][c:33]1[Cl:34]
US20100016396A1,1,[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH3:6])[O:7][c:8]1[cH:9][c:10]([O:11][c:12]2[c:13]([CH:14]=[O:29])[c:19]([CH3:20])[n:21][n:22]2[CH3:23])[c:24]([Cl:25])[cH:26][c:27]1[Cl:28].[NH2:15][CH2:16][C:17]#[N:18]>>[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH3:6])[O:7][c:8]1[cH:9][c:10]([O:11][c:12]2[c:13](/[CH:14]=[N:15]/[CH2:16][C:17]#[N:18])[c:19]([CH3:20])[n:21][n:22]2[CH3:23])[c:24]([Cl:25])[cH:26][c:27]1[Cl:28]
